team #,match #,alliance color,starting level,preload,no show,moved forward,auto piece placed,double auto,ship cargo,level 1 cargo,level 2 cargo,level 3 cargo,ship hatches,level 1 hatches,level 2 hatches,level 3 hatches,hatches dropped,cargo dropped,hab attempt level,hab success,hab level reached,climb time,dead,defense
1413,40,1,1,1,0,1,1,0,0,2,0,0,0,2,0,0,0,0,2,1,1,0,0,0
6802,39,0,2,2,0,1,0,2,5,0,0,0,0,2,0,0,0,0,3,2,3,10,0,0
3455,40,0,2,0,0,1,0,0,2,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0
5279,38,0,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,3,1,2,1,0,0,0
1522,39,0,1,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,2,2,2,20,0,0
5954,41,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0
4505,40,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1
6312,39,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
3136,40,0,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
346,40,1,2,1,0,1,1,0,2,0,0,0,4,0,0,0,1,0,3,2,3,2,0,0
539,42,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0
5804,42,0,2,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,2,1,0,0,0
4505,42,1,2,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0
619,42,0,2,1,0,1,0,1,3,1,0,0,2,0,0,0,0,2,1,2,1,0,0,0
7886,42,1,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0
401,38,0,2,1,0,1,1,0,0,0,0,0,0,2,2,1,2,0,3,2,3,4,0,0
449,38,1,1,1,0,1,0,0,3,2,0,0,2,2,0,0,0,0,3,2,3,7,0,0
1086,41,1,2,2,0,1,0,0,4,0,0,0,2,0,0,0,0,0,2,2,2,5,0,0
1262,38,1,1,1,0,1,1,0,2,2,2,0,0,2,2,0,1,0,2,1,1,0,0,0
3258,42,1,2,2,0,1,1,0,1,0,0,0,2,0,0,0,1,0,2,2,2,7,0,0
977,43,0,2,1,0,1,1,0,0,1,1,0,1,2,2,0,0,1,2,2,2,6,0,0
449,43,0,1,1,0,1,0,1,2,3,0,0,1,3,0,0,0,0,3,2,3,12,0,0
540,43,1,2,1,0,1,1,0,0,1,0,0,0,2,1,0,2,1,2,1,1,0,0,0
346,43,1,2,2,0,1,1,0,2,2,0,0,1,2,0,0,1,0,3,2,3,4,0,0
5724,43,0,2,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,2,8,0,0
2890,43,1,1,2,0,1,1,0,4,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0
401,44,1,1,1,0,1,0,0,3,0,0,0,1,1,0,0,0,1,3,2,3,10,0,1
3939,44,0,1,1,0,1,1,0,0,0,0,0,2,0,1,1,0,0,2,2,2,9,0,0
1915,44,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3274,44,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
3072,44,0,2,2,0,1,0,2,5,0,0,0,0,0,0,0,0,0,3,2,3,7,0,0
5950,44,1,1,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,2,2,4,0,0
1522,45,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,3,2,3,35,0,0
3748,45,0,2,1,0,1,0,1,3,0,0,0,1,0,0,0,0,1,2,2,2,8,0,0
5279,45,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,2,0,1,2,1,0,0,0
3455,45,1,2,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,2,1,0,0,0
